OBJECTID,CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
1,122,12020,12020,"Athens-Clarke County, GA","Athens-Clarke County, GA Metro Area",M1,1,G3110,2654601832,26140309,+33.9439840,-083.2138965,363485.415789971,3905629939.0061
2,122,12060,12060,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,1,G3110,22494938651,387716575,+33.6937280,-084.3999113,1081070.50525394,33142936861.2798
3,428,12100,12100,"Atlantic City-Hammonton, NJ","Atlantic City-Hammonton, NJ Metro Area",M1,1,G3110,1438776649,301268696,+39.4693555,-074.6337591,271517.256980536,2923653661.90874
4,426,12120,12120,"Atmore, AL","Atmore, AL Micro Area",M2,2,G3110,2448115116,20504948,+31.1222867,-087.1684097,290489.581088239,3379385489.7313
5,258,12140,12140,"Auburn, IN","Auburn, IN Micro Area",M2,2,G3110,939731962,2657419,+41.4011894,-085.0001854,163993.156535583,1676172921.3874
6,532,12180,12180,"Auburn, NY","Auburn, NY Micro Area",M2,2,G3110,1791190510,445708165,+43.0085456,-076.5745866,430113.719970423,4185653280.39799
7,194,12220,12220,"Auburn-Opelika, AL","Auburn-Opelika, AL Metro Area",M1,1,G3110,1573514768,21526461,+32.6040644,-085.3530477,241954.204262598,2253829022.84294
8, ,12260,12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC Metro Area",M1,1,G3110,9015028913,262514053,+33.4603713,-081.9828327,808623.271046698,13365677756.8363
9, ,12300,12300,"Augusta-Waterville, ME","Augusta-Waterville, ME Micro Area",M2,2,G3110,2246734973,216795650,+44.4170119,-069.7657639,395137.957500114,4828284516.02482
10,462,12380,12380,"Austin, MN","Austin, MN Micro Area",M2,2,G3110,1842332264,617235,+43.6662486,-092.7595136,241658.089482827,3523755854.60906
11, ,12420,12420,"Austin-Round Rock-Georgetown, TX","Austin-Round Rock-Georgetown, TX Metro Area",M1,1,G3110,10935038512,150326847,+30.2395128,-097.6912697,564631.542737955,14909204274.7239
12, ,12460,12460,"Bainbridge, GA","Bainbridge, GA Micro Area",M2,2,G3110,1546667779,67329698,+30.8806431,-084.5838902,208490.592660974,2198126081.58206
13, ,12540,12540,"Bakersfield, CA","Bakersfield, CA Metro Area",M1,1,G3110,21062540828,78680980,+35.3466288,-118.7295064,862170.981663123,31845510534.3883
14,548,12580,12580,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area",M1,1,G3110,6737876069,1304109791,+39.3043610,-076.5495009,790985.52275289,13450086732.5588
15, ,12620,12620,"Bangor, ME","Bangor, ME Metro Area",M1,1,G3110,8798699751,413983068,+45.4092843,-068.6666160,890401.826112641,18687505597.8849
16,357,12660,12660,"Baraboo, WI","Baraboo, WI Micro Area",M2,2,G3110,2153685971,45692999,+43.4280010,-089.9433184,298769.717078815,4171488542.38086
17,350,12680,12680,"Bardstown, KY","Bardstown, KY Micro Area",M2,2,G3110,1081366442,16985926,+37.8031198,-085.4659312,330174.271560079,1762419494.20358
18,148,12700,12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area",M1,1,G3110,1021019039,2360316945,+41.7990145,-070.2118803,363691.311910756,6084136391.82002
19,162,12740,12740,"Barre, VT","Barre, VT Micro Area",M2,2,G3110,1779432159,21173948,+44.2749884,-072.6095138,298626.988214646,3512805449.32277
20,538,12780,12780,"Bartlesville, OK","Bartlesville, OK Micro Area",M2,2,G3110,1076201559,22871164,+36.7043803,-095.9061545,207750.24352704,1713701041.95352
21,464,12860,12860,"Batavia, NY","Batavia, NY Micro Area",M2,2,G3110,1276705469,6137411,+43.0009096,-078.1927784,212597.322260797,2399614613.75684
22, ,12900,12900,"Batesville, AR","Batesville, AR Micro Area",M2,2,G3110,3544216484,24794979,+35.9277272,-091.5154036,462769.68760311,5454463340.15379
23, ,12940,12940,"Baton Rouge, LA","Baton Rouge, LA Metro Area",M1,1,G3110,11306909736,523320311,+30.5187808,-091.1255901,669163.832294487,15993575684.1416
24,310,12980,12980,"Battle Creek, MI","Battle Creek, MI Metro Area",M1,1,G3110,1829206358,31260656,+42.2429896,-085.0123853,234935.813880054,3397364806.63882
25,474,13020,13020,"Bay City, MI","Bay City, MI Metro Area",M1,1,G3110,1145399057,488149217,+43.6997112,-083.9787007,254134.246843427,3128532239.4144
26,288,13060,13060,"Bay City, TX","Bay City, TX Micro Area",M2,2,G3110,2830603629,1345784373,+28.7747601,-096.0015316,381125.258584447,5456870388.70016
27,339,13100,13100,"Beatrice, NE","Beatrice, NE Micro Area",M2,2,G3110,2205275202,22010739,+40.2552337,-096.6834528,253147.087628285,3829178619.29144
28, ,13140,13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX Metro Area",M1,1,G3110,5440906517,748475098,+30.0759278,-094.2027049,543503.888579262,8293272782.08878
29,376,13180,13180,"Beaver Dam, WI","Beaver Dam, WI Micro Area",M2,2,G3110,2268044939,81336171,+43.4296276,-088.7019394,269209.69997792,4454476654.00717
30, ,13220,13220,"Beckley, WV","Beckley, WV Metro Area",M1,1,G3110,3281438992,27775053,+37.9053245,-081.1644363,439507.92456777,5324480798.63932
31,144,13260,13260,"Bedford, IN","Bedford, IN Micro Area",M2,2,G3110,1163367162,7122899,+38.8398148,-086.4878198,179276.370244901,1932177040.42969
32, ,13300,13300,"Beeville, TX","Beeville, TX Micro Area",M2,2,G3110,2279809490,246409,+28.4160769,-097.7425858,265729.407877466,2958507154.21583
33,198,13340,13340,"Bellefontaine, OH","Bellefontaine, OH Micro Area",M2,2,G3110,1187534495,21593254,+40.3875532,-083.7663430,190444.63438791,2086478047.4976
34, ,13380,13380,"Bellingham, WA","Bellingham, WA Metro Area",M1,1,G3110,5459374970,1028230391,+48.8426531,-121.8364325,691041.144824145,14957368325.0409
35, ,13420,13420,"Bemidji, MN","Bemidji, MN Micro Area",M2,2,G3110,6487154450,1426287781,+47.8795077,-095.0050500,642594.621362731,17645400153.863
36,140,13460,13460,"Bend, OR","Bend, OR Metro Area",M1,1,G3110,7815590704,94710204,+43.9151181,-121.2255751,738286.277087396,15247914102.2512
37, ,13500,13500,"Bennettsville, SC","Bennettsville, SC Micro Area",M2,2,G3110,1242867241,14489019,+34.6016700,-079.6794351,235564.870507204,1860283168.55942
38, ,13540,13540,"Bennington, VT","Bennington, VT Micro Area",M2,2,G3110,1748232505,6928230,+43.0353254,-073.1114603,295048.880654238,3286815984.64323
39, ,13620,13620,"Berlin, NH","Berlin, NH Micro Area",M2,2,G3110,4647923684,92553609,+44.6525477,-071.2894309,628725.280343096,9380573418.00902
40,266,13660,13660,"Big Rapids, MI","Big Rapids, MI Micro Area",M2,2,G3110,1437772998,41736347,+43.6352949,-085.3327509,212778.602414637,2825980450.16168
41, ,13700,13700,"Big Spring, TX","Big Spring, TX Micro Area",M2,2,G3110,2333039143,8841783,+32.3034298,-101.4387208,229339.555794811,3287752282.96942
42, ,13720,13720,"Big Stone Gap, VA","Big Stone Gap, VA Micro Area",M2,2,G3110,1064269237,5347063,+36.9745607,-082.6215601,239094.7606318,1679002306.25966
43, ,13740,13740,"Billings, MT","Billings, MT Metro Area",M1,1,G3110,16777746129,99074398,+45.6371402,-108.8323611,1208127.21962066,34523038021.0945
44, ,13780,13780,"Binghamton, NY","Binghamton, NY Metro Area",M1,1,G3110,3171256082,36169003,+42.1639276,-076.0229431,415329.519272988,5841942567.83951
45,142,13820,13820,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area",M1,1,G3110,11625222232,196982372,+33.4025986,-086.7295151,891357.315249446,17009953110.8628
46, ,13900,13900,"Bismarck, ND","Bismarck, ND Metro Area",M1,1,G3110,11087702747,165098564,+46.8870310,-100.9795920,881216.200130438,24079170574.0901
47,292,13940,13940,"Blackfoot, ID","Blackfoot, ID Micro Area",M2,2,G3110,5422897822,68476532,+43.2163568,-112.3992058,550685.649343665,10344065730.9533
48, ,13980,13980,"Blacksburg-Christiansburg, VA","Blacksburg-Christiansburg, VA Metro Area",M1,1,G3110,2780565575,43260324,+37.1201194,-080.5591473,354336.896898165,4457351794.51816
49,145,14010,14010,"Bloomington, IL","Bloomington, IL Metro Area",M1,1,G3110,3064600918,7801224,+40.4945594,-088.8445391,317772.501812103,5317834572.8652
50,144,14020,14020,"Bloomington, IN","Bloomington, IN Metro Area",M1,1,G3110,2019718537,50077032,+39.2417362,-086.6717544,301173.414829368,3454671904.77363
51,146,14100,14100,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick, PA Metro Area",M1,1,G3110,1588273574,23967601,+41.0404036,-076.4616535,263162.455964911,2837025241.22636
52, ,14140,14140,"Bluefield, WV-VA","Bluefield, WV-VA Micro Area",M2,2,G3110,3355079253,9910955,+37.2084876,-081.3348396,440659.664613885,5315998105.46265
53, ,14180,14180,"Blytheville, AR","Blytheville, AR Micro Area",M2,2,G3110,2332481583,49826387,+35.7669437,-090.0522072,363984.177099672,3625992769.63777
54,406,14220,14220,"Bogalusa, LA","Bogalusa, LA Micro Area",M2,2,G3110,1734245451,16281952,+30.8521435,-090.0462534,268919.649094112,2382833353.97479
55,147,14260,14260,"Boise City, ID","Boise City, ID Metro Area",M1,1,G3110,30475329803,171010040,+43.0066485,-116.1419089,1713710.81803718,57368535761.9567
56,206,14300,14300,"Bonham, TX","Bonham, TX Micro Area",M2,2,G3110,2307251018,20847065,+33.5911611,-096.1049882,280917.562726123,3364105719.80986
57, ,14380,14380,"Boone, NC","Boone, NC Micro Area",M2,2,G3110,809217076,2275614,+36.2353679,-081.7098875,168139.584294339,1249711887.30907
58,108,14420,14420,"Borger, TX","Borger, TX Micro Area",M2,2,G3110,2298408152,19507502,+35.8370470,-101.3627461,237913.01838384,3534678754.59716
59,148,14460,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,1,G3110,9029114828,2654672640,+42.5176060,-071.0219925,1101940.82541254,21521617242.2829
60,216,14500,14500,"Boulder, CO","Boulder, CO Metro Area",M1,1,G3110,1881309466,36493405,+40.0949699,-105.3976911,290983.215400995,3280789547.27945
61,150,14540,14540,"Bowling Green, KY","Bowling Green, KY Metro Area",M1,1,G3110,4182927267,61820195,+37.0468241,-086.3970408,491078.891964454,6674361323.87171
62, ,14580,14580,"Bozeman, MT","Bozeman, MT Micro Area",M2,2,G3110,6746958038,74488978,+45.5180536,-111.1639214,773930.100994962,13905253755.2773
63, ,14620,14620,"Bradford, PA","Bradford, PA Micro Area",M2,2,G3110,2536067959,13048802,+41.8145902,-078.5724631,286728.327759622,4591551216.12921
64, ,14660,14660,"Brainerd, MN","Brainerd, MN Micro Area",M2,2,G3110,7821343702,1426297731,+46.7672909,-094.2238624,726207.192427221,19727212717.4789
65, ,14700,14700,"Branson, MO","Branson, MO Micro Area",M2,2,G3110,1637832031,49907618,+36.6498267,-093.0428188,207822.997919978,2627439111.00254
66, ,14720,14720,"Breckenridge, CO","Breckenridge, CO Micro Area",M2,2,G3110,1575590637,28283537,+39.6210227,-106.1375545,325658.910905535,2707644215.12104
67,500,14740,14740,"Bremerton-Silverdale-Port Orchard, WA","Bremerton-Silverdale-Port Orchard, WA Metro Area",M1,1,G3110,1023372595,442123262,+47.6395948,-122.6496339,284871.224841201,3226083383.39693
68,288,14780,14780,"Brenham, TX","Brenham, TX Micro Area",M2,2,G3110,1564854987,45471813,+30.2150752,-096.4102717,307014.790738162,2163629989.05347
69,120,14820,14820,"Brevard, NC","Brevard, NC Micro Area",M2,2,G3110,979930393,5103716,+35.2101025,-082.8166660,204886.177678582,1478634024.4006
70,408,14860,14860,"Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT Metro Area",M1,1,G3110,1618659464,549285481,+41.2274128,-073.3670614,336208.225269798,3835824615.32347
71,298,15020,15020,"Brookhaven, MS","Brookhaven, MS Micro Area",M2,2,G3110,1518269800,5291052,+31.5352155,-090.4535663,208568.90465653,2103567819.56685
72, ,15060,15060,"Brookings, OR","Brookings, OR Micro Area",M2,2,G3110,4217488411,934615925,+42.4664387,-124.2109292,597738.803439503,9474119792.91681
73, ,15100,15100,"Brookings, SD","Brookings, SD Micro Area",M2,2,G3110,2051856894,32918643,+44.3766745,-096.7977971,258825.203800165,4080466567.54295
74,297,15140,15140,"Brownsville, TN","Brownsville, TN Micro Area",M2,2,G3110,1380741545,2472509,+35.5866782,-089.2826913,213988.364262871,2095882351.793
75,154,15180,15180,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX Metro Area",M1,1,G3110,2309341040,996596429,+26.1029227,-097.4789584,408575.64977764,4119893231.88105
76, ,15220,15220,"Brownwood, TX","Brownwood, TX Micro Area",M2,2,G3110,2446120247,32375524,+31.7641372,-098.9984560,255916.784411551,3439744468.81282
77, ,15260,15260,"Brunswick, GA","Brunswick, GA Metro Area",M1,1,G3110,3351783286,808626797,+31.3017391,-081.5889087,526099.049839802,5716834403.07927
78,360,15340,15340,"Bucyrus-Galion, OH","Bucyrus-Galion, OH Micro Area",M2,2,G3110,1040619651,2359514,+40.8485244,-082.9247827,172232.9150477,1824660167.96183
79,160,15380,15380,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga, NY Metro Area",M1,1,G3110,4053536100,2075733430,+43.0443711,-078.7773351,573913.429802136,11479361858.9578
80, ,15420,15420,"Burley, ID","Burley, ID Micro Area",M2,2,G3110,8605508247,53087125,+42.3691987,-113.6424237,664758.318791158,15896239811.4982
81,178,17140,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,1,G3110,11774658041,219181675,+39.0998213,-084.4804072,855614.368919774,19943949719.396
82, ,17220,17220,"Clarksburg, WV","Clarksburg, WV Micro Area",M2,2,G3110,2353008390,10803695,+39.2883500,-080.4315298,335570.099195862,3951417535.06868
83, ,17260,17260,"Clarksdale, MS","Clarksdale, MS Micro Area",M2,2,G3110,1430939226,79418658,+34.2286699,-090.6031650,307276.188059024,2214946110.54956
84, ,17300,17300,"Clarksville, TN-KY","Clarksville, TN-KY Metro Area",M1,1,G3110,5589223910,218082133,+36.6957098,-087.6243072,490258.692817108,9049762378.6023
85, ,17340,17340,"Clearlake, CA","Clearlake, CA Micro Area",M2,2,G3110,3254349190,188851723,+39.0948019,-122.7467569,466484.764719354,5725255234.73676
86,185,17380,17380,"Cleveland, MS","Cleveland, MS Micro Area",M2,2,G3110,2270541557,75515374,+33.7991391,-090.8841199,378217.110029849,3405875297.87058
87,174,17420,17420,"Cleveland, TN","Cleveland, TN Metro Area",M1,1,G3110,1977111874,26866027,+35.1381174,-084.6550787,268879.830443656,3003215165.96646
88,184,17460,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,1,G3110,5178438794,5128507540,+41.7603919,-081.7242168,623995.598232228,18442803436.3444
89,163,17500,17500,"Clewiston, FL","Clewiston, FL Micro Area",M2,2,G3110,2994619266,87037213,+26.5399670,-081.1521142,325348.265881908,3866914483.87754
90,209,17540,17540,"Clinton, IA","Clinton, IA Micro Area",M2,2,G3110,1799818625,39526969,+41.8980732,-090.5342431,277338.854177959,3322375377.07512
91,188,17580,17580,"Clovis, NM","Clovis, NM Micro Area",M2,2,G3110,3640261520,8027146,+34.5729841,-103.3460546,331351.485220223,5394163514.11741
92,434,17620,17620,"Coamo, PR","Coamo, PR Micro Area",M2,2,G3110,202052324,38061,+18.1037997,-066.3575862,82801.7983791182,224889857.098615
93,490,17640,17640,"Coco, PR","Coco, PR Micro Area",M2,2,G3110,179731087,115840728,+17.9714853,-066.2622515,91474.5395984767,328458885.580428
94,518,17660,17660,"Coeur d'Alene, ID","Coeur d'Alene, ID Metro Area",M1,1,G3110,3205833848,184447574,+47.6759658,-116.6959222,370530.524276185,7473149037.50599
95, ,17700,17700,"Coffeyville, KS","Coffeyville, KS Micro Area",M2,2,G3110,1666900087,20430012,+37.1895369,-095.7424028,206652.614108478,2663803411.82734
96,310,17740,17740,"Coldwater, MI","Coldwater, MI Micro Area",M2,2,G3110,1311605515,34420092,+41.9184551,-085.0668852,197379.633398204,2432670801.8943
97, ,17780,17780,"College Station-Bryan, TX","College Station-Bryan, TX Metro Area",M1,1,G3110,5439699131,85614753,+30.7543917,-096.4885368,623800.808123135,7506308061.40807
98, ,17820,17820,"Colorado Springs, CO","Colorado Springs, CO Metro Area",M1,1,G3110,6951246320,12034174,+38.8455072,-104.6387277,458952.447666235,11495133354.443
99,190,17860,17860,"Columbia, MO","Columbia, MO Metro Area",M1,1,G3110,4439509654,45549690,+38.9864864,-092.5851888,466613.295390339,7433325201.44626
100,192,17900,17900,"Columbia, SC","Columbia, SC Metro Area",M1,1,G3110,9591599178,338696351,+34.0775845,-081.0378453,887231.216825168,14516271789.9924
101,194,17980,17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area",M1,1,G3110,7216623630,82416597,+32.4193768,-084.8437095,630450.352001231,10272455213.3362
102,294,18020,18020,"Columbus, IN","Columbus, IN Metro Area",M1,1,G3110,1054009620,6674332,+39.2058430,-085.8979988,178054.759366839,1768931232.63561
103,200,18060,18060,"Columbus, MS","Columbus, MS Micro Area",M2,2,G3110,1309092521,28545194,+33.4714237,-088.4397227,242777.687907694,1927537272.25276
104, ,18100,18100,"Columbus, NE","Columbus, NE Micro Area",M2,2,G3110,1745910556,27167484,+41.5768655,-097.5134673,247275.240668961,3170506654.75304
105,198,18140,18140,"Columbus, OH","Columbus, OH Metro Area",M1,1,G3110,12423081966,138975190,+39.9685617,-082.8359105,814104.706181971,21413326127.3219
106,148,18180,18180,"Concord, NH","Concord, NH Micro Area",M2,2,G3110,2416153059,57222878,+43.2995786,-071.6800412,337488.541406035,4671374641.67129
107,458,18220,18220,"Connersville, IN","Connersville, IN Micro Area",M2,2,G3110,556901555,366408,+39.6396552,-085.1850315,134896.581233886,940924983.271709
108, ,18260,18260,"Cookeville, TN","Cookeville, TN Micro Area",M2,2,G3110,2960923617,35494378,+36.2772512,-085.4685013,385032.726639994,4620054125.66364
109, ,18300,18300,"Coos Bay, OR","Coos Bay, OR Micro Area",M2,2,G3110,4133803901,544637639,+43.1859095,-124.0941335,468600.847005684,8803889383.87087
110, ,18380,18380,"Cordele, GA","Cordele, GA Micro Area",M2,2,G3110,706236812,21409235,+31.9151485,-083.7535309,141926.920740847,1013072911.79276
111,539,18420,18420,"Corinth, MS","Corinth, MS Micro Area",M2,2,G3110,1036110405,3408033,+34.8865689,-088.5811091,167119.101537362,1548298570.40252
112,122,18460,18460,"Cornelia, GA","Cornelia, GA Micro Area",M2,2,G3110,716980220,5802042,+34.6343924,-083.5258749,186601.666097705,1070107459.3246
113,236,18500,18500,"Corning, NY","Corning, NY Micro Area",M2,2,G3110,3601520291,35040141,+42.2667252,-077.3855253,349426.987406401,6645168136.15736
114,204,18580,18580,"Corpus Christi, TX","Corpus Christi, TX Metro Area",M1,1,G3110,3967167792,884886248,+27.8335972,-097.5089575,404197.489484547,6228919455.93316
115,206,18620,18620,"Corsicana, TX","Corsicana, TX Micro Area",M2,2,G3110,2614975609,197585893,+32.0484480,-096.4769087,293799.08078166,3926332513.43743
116,296,18660,18660,"Cortland, NY","Cortland, NY Micro Area",M2,2,G3110,1291815777,7112822,+42.5940390,-076.0762398,198293.605529367,2398267981.52986
117,440,18700,18700,"Corvallis, OR","Corvallis, OR Metro Area",M1,1,G3110,1748712549,7740248,+44.4938816,-123.4246641,329988.876530264,3452165022.78931
118, ,18740,18740,"Coshocton, OH","Coshocton, OH Micro Area",M2,2,G3110,1460647672,9126264,+40.2967096,-081.9301092,213157.674629476,2529779959.10416
119,525,18780,18780,"Craig, CO","Craig, CO Micro Area",M2,2,G3110,12284943819,19803411,+40.6108644,-108.2171545,615436.229294583,21378588359.7104
120,294,18820,18820,"Crawfordsville, IN","Crawfordsville, IN Micro Area",M2,2,G3110,1307030254,2067987,+40.0402962,-086.8927145,190026.812578534,2236083542.1378
121, ,18860,18860,"Crescent City, CA","Crescent City, CA Micro Area",M2,2,G3110,2606117982,578742642,+41.7639580,-124.0036140,417726.138903973,5725574993.78221
122, ,22220,22220,"Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR Metro Area",M1,1,G3110,6796483980,128440071,+36.1163935,-094.0795449,487433.510792819,10631614698.5492
123, ,22260,22260,"Fergus Falls, MN","Fergus Falls, MN Micro Area",M2,2,G3110,5107086047,654451230,+46.4057273,-095.7145815,450193.574857451,12115164570.5093
124,456,22280,22280,"Fernley, NV","Fernley, NV Micro Area",M2,2,G3110,5183173264,59602530,+39.0222125,-119.1974246,611563.617965816,8698375222.6224
125,534,22300,22300,"Findlay, OH","Findlay, OH Micro Area",M2,2,G3110,1376125660,6020647,+41.0004711,-083.6660335,205023.313439233,2429029011.4131
126, ,22340,22340,"Fitzgerald, GA","Fitzgerald, GA Micro Area",M2,2,G3110,647812569,9803929,+31.7407715,-083.1471970,169380.27919506,912371976.992249
127, ,22380,22380,"Flagstaff, AZ","Flagstaff, AZ Metro Area",M1,1,G3110,48217246133,116631412,+35.8296919,-111.7737277,1566053.26742797,73717921826.439
128,220,22420,22420,"Flint, MI","Flint, MI Metro Area",M1,1,G3110,1649653741,32768944,+43.0210768,-083.7063718,238333.371102176,3149176558.88136
129, ,22500,22500,"Florence, SC","Florence, SC Metro Area",M1,1,G3110,3525261684,24390186,+34.1535741,-079.8061642,474558.33345093,5196202400.38169
130, ,22520,22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area",M1,1,G3110,3265348399,213309229,+34.7992544,-087.7193881,360812.739268189,5172225185.48461
131, ,22540,22540,"Fond du Lac, WI","Fond du Lac, WI Metro Area",M1,1,G3110,1863667187,119853825,+43.7547219,-088.4932840,283003.608362787,3802859607.58895
132, ,22580,22580,"Forest City, NC","Forest City, NC Micro Area",M2,2,G3110,1464476077,4692959,+35.4027469,-081.9195825,242593.61100063,2216224625.15936
133,368,22620,22620,"Forrest City, AR","Forrest City, AR Micro Area",M2,2,G3110,1644019105,20027489,+35.0228383,-090.7515053,245200.540477767,2486971889.33271
134, ,22660,22660,"Fort Collins, CO","Fort Collins, CO Metro Area",M1,1,G3110,6723025059,99007869,+40.6580933,-105.4867638,482557.935681766,11869656440.7715
135, ,22700,22700,"Fort Dodge, IA","Fort Dodge, IA Micro Area",M2,2,G3110,1853677022,7190525,+42.4335786,-094.1758309,245244.119227946,3417624234.77677
136, ,22780,22780,"Fort Leonard Wood, MO","Fort Leonard Wood, MO Micro Area",M2,2,G3110,1417013177,11314125,+37.8248346,-092.2070224,195732.548072858,2293101106.46602
137,161,22800,22800,"Fort Madison-Keokuk, IA-IL-MO","Fort Madison-Keokuk, IA-IL-MO Micro Area",M2,2,G3110,4703171968,127526108,+40.4783452,-091.4093633,424438.871232308,8357167062.35147
138, ,22820,22820,"Fort Morgan, CO","Fort Morgan, CO Micro Area",M2,2,G3110,3316441486,34663098,+40.2631590,-103.8122102,305024.995948283,5761400883.0734
139,497,22840,22840,"Fort Payne, AL","Fort Payne, AL Micro Area",M2,2,G3110,2012676480,4121543,+34.4609290,-085.8039920,274854.110549871,2973814521.78829
140,217,22860,22860,"Fort Polk South, LA","Fort Polk South, LA Micro Area",M2,2,G3110,3439290592,35139148,+31.1105625,-093.1815202,342795.891409214,4754532060.36434
141, ,22900,22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",M1,1,G3110,6234769288,198777922,+35.4631192,-094.2997413,603643.458267467,9718157860.99594
142,258,23060,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,1,G3110,2571604180,13044267,+41.1131166,-085.2177047,308554.514856673,4556806934.27258
143,320,23140,23140,"Frankfort, IN","Frankfort, IN Micro Area",M2,2,G3110,1049119213,461117,+40.3059440,-086.4775665,174532.74884878,1806542406.39537
144,336,23180,23180,"Frankfort, KY","Frankfort, KY Micro Area",M2,2,G3110,1061913380,16270445,+38.1214495,-084.9331670,280810.576472516,1745022830.08892
145,314,23240,23240,"Fredericksburg, TX","Fredericksburg, TX Micro Area",M2,2,G3110,2740729668,9002241,+30.3250913,-098.9418512,252405.488885548,3702258830.61687
146,466,23300,23300,"Freeport, IL","Freeport, IL Micro Area",M2,2,G3110,1461392067,1350223,+42.3497262,-089.6659942,208700.048371779,2679965215.99977
147,420,23340,23340,"Fremont, NE","Fremont, NE Micro Area",M2,2,G3110,1370269383,36091878,+41.5770082,-096.6458526,230571.471568199,2515273974.80438
148,534,23380,23380,"Fremont, OH","Fremont, OH Micro Area",M2,2,G3110,1057350969,24514231,+41.3553193,-083.1427763,200978.164869676,1921889663.4388
149,260,23420,23420,"Fresno, CA","Fresno, CA Metro Area",M1,1,G3110,15432139300,136609898,+36.7610058,-119.6550193,1104290.13048621,24303183008.1694
150, ,23460,23460,"Gadsden, AL","Gadsden, AL Metro Area",M1,1,G3110,1385871922,35067763,+34.0476407,-086.0342629,252677.555248693,2074839153.14539
151,273,23500,23500,"Gaffney, SC","Gaffney, SC Micro Area",M2,2,G3110,1018735996,11711031,+35.0497962,-081.6076469,204433.677095609,1541017410.29316
152,264,23540,23540,"Gainesville, FL","Gainesville, FL Metro Area",M1,1,G3110,6069523396,1018865181,+29.4807065,-082.6274667,615758.815448593,9386275753.55207
153,122,23580,23580,"Gainesville, GA","Gainesville, GA Metro Area",M1,1,G3110,1017862667,94017443,+34.3175689,-083.8184997,207803.826014724,1633948727.35683
154,206,23620,23620,"Gainesville, TX","Gainesville, TX Micro Area",M2,2,G3110,2265770199,61339004,+33.6391964,-097.2103433,359925.696093027,3366186467.46665
155, ,23660,23660,"Galesburg, IL","Galesburg, IL Micro Area",M2,2,G3110,1855427715,8837382,+40.9309446,-090.2137921,230252.020740673,3269429646.91173
156, ,23700,23700,"Gallup, NM","Gallup, NM Micro Area",M2,2,G3110,14117193195,13684636,+35.5838784,-108.2532659,684111.82776767,21410699966.7515
157, ,23780,23780,"Garden City, KS","Garden City, KS Micro Area",M2,2,G3110,5626854510,2849972,+38.0254528,-100.9706954,444815.903764404,9087605986.74878
158,456,23820,23820,"Gardnerville Ranchos, NV","Gardnerville Ranchos, NV Micro Area",M2,2,G3110,1838170319,72317573,+38.9051292,-119.6090191,303991.335447006,3160003338.12136
159,396,23860,23860,"Georgetown, SC","Georgetown, SC Micro Area",M2,2,G3110,2107975277,573070698,+33.4175309,-079.2963325,335096.01343274,3858110200.60207
160,276,23900,23900,"Gettysburg, PA","Gettysburg, PA Metro Area",M1,1,G3110,1343396085,7776214,+39.8694707,-077.2177296,197048.803518937,2296662485.39709
161, ,23940,23940,"Gillette, WY","Gillette, WY Micro Area",M2,2,G3110,26041164939,44421978,+44.2321004,-105.0343417,905840.392134377,50854117593.1983
162,150,23980,23980,"Glasgow, KY","Glasgow, KY Micro Area",M2,2,G3110,2013003235,36168371,+36.9675705,-085.8154965,294336.047771313,3216666767.384
163, ,18880,18880,"Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL Metro Area",M1,1,G3110,5097012211,916092532,+30.6410974,-086.3676916,424639.986320804,8149409792.84326
164, ,18900,18900,"Crossville, TN","Crossville, TN Micro Area",M2,2,G3110,1764645664,9027907,+35.9523984,-084.9947614,252908.522923851,2712222117.44593
165,142,18980,18980,"Cullman, AL","Cullman, AL Micro Area",M2,2,G3110,1902970816,52525039,+34.1319229,-086.8692666,295392.572770536,2861198858.72278
166, ,19000,19000,"Cullowhee, NC","Cullowhee, NC Micro Area",M2,2,G3110,2638771546,42170497,+35.3890446,-083.3228317,464146.894757243,4043107706.27388
